code_hs	designation	unite_us	taux_dd	categorie	statut
6115.30.00.00	- Autres bas et mi-bas de femmes titrant en fils simples moins de 67 décitex - Autres :	kg	20.00	3	actif
6115.94.00.00	-- De laine ou de poils fins	kg	20.00	3	actif
6115.95.00.00	-- De coton	kg	20.00	3	actif
6115.96.00.00	-- De fibres synthétiques	kg	20.00	3	actif
6115.99.00.00	-- D'autres matières textiles	kg	20.00	3	actif
6116.10.00.00	- Imprégnés, enduits, recouverts de matières plastiques ou de caoutchouc ou stratifiés avec ces mêmes matières - Autres :	kg	20.00	3	actif
6116.91.00.00	-- De laine ou de poils fins	kg	20.00	3	actif
6116.92.00.00	-- De coton	kg	20.00	3	actif
6116.93.00.00	-- De fibres synthétiques	kg	20.00	3	actif
6116.99.00.00	-- D'autres matières textiles Autres accessoires confectionnés du vêtement, en bonneterie; parties de vêtements ou d'accessoires du vêtement, en bonneterie.	kg	20.00	3	actif
6117.10.00.00	- Châles, écharpes, foulards, cache-nez, cache-col, mantilles, voiles, voilettes et articles similaires	u	20.00	3	actif
6117.80.00.00	- Autres accessoires	kg	20.00	3	actif
6117.90.00.00	- Parties	kg	20.00	3	actif
6201.20.00.00	- De laine ou de poils fins	u	20.00	3	actif
6201.30.00.00	- De coton	u	20.00	3	actif
6201.40.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6201.90.00.00	- D'autres matières textiles	u	20.00	3	actif
6202.20.00.00	- De laine ou de poils fins	u	20.00	3	actif
6202.30.00.00	- De coton	u	20.00	3	actif
6202.40.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6202.90.00.00	- D'autres matières textiles Costumes ou complets, ensembles, vestons, pantalons, salopettes à bretelles, culottes et shorts (autres que pour le bain), pour hommes ou garçonnets. - Costumes ou complets :	u	20.00	3	actif
6203.11.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6203.12.00.00	-- De fibres synthétiques	u	20.00	3	actif
6203.19.00.00	-- D'autres matières textiles - Ensembles :	u	20.00	3	actif
6203.22.00.00	-- De coton	u	20.00	3	actif
6203.23.00.00	-- De fibres synthétiques	u	20.00	3	actif
6203.29.00.00	-- D'autres matières textiles - Vestons :	u	20.00	3	actif
6203.31.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6203.32.00.00	-- De coton	u	20.00	3	actif
6203.33.00.00	-- De fibres synthétiques	u	20.00	3	actif
6203.39.00.00	-- D'autres matières textiles - Pantalons, salopettes à bretelles, culottes et shorts :	u	20.00	3	actif
6203.41.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6203.42.00.00	-- De coton	u	20.00	3	actif
6203.43.00.00	-- De fibres synthétiques	u	20.00	3	actif
6203.49.00.00	-- D'autres matières textiles	u	20.00	3	actif
6204.11.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6204.12.00.00	-- De coton	u	20.00	3	actif
6204.13.00.00	-- De fibres synthétiques	u	20.00	3	actif
6204.19.00.00	-- D'autres matières textiles - Ensembles :	u	20.00	3	actif
6204.21.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6204.22.00.00	-- De coton	u	20.00	3	actif
6204.23.00.00	-- De fibres synthétiques	u	20.00	3	actif
6204.29.00.00	-- D'autres matières textiles - Vestes :	u	20.00	3	actif
6204.31.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6204.32.00.00	-- De coton	u	20.00	3	actif
6204.33.00.00	-- De fibres synthétiques	u	20.00	3	actif
6204.39.00.00	-- D'autres matières textiles - Robes :	u	20.00	3	actif
6204.41.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6204.42.00.00	-- De coton	u	20.00	3	actif
6204.43.00.00	-- De fibres synthétiques	u	20.00	3	actif
6204.44.00.00	-- De fibres artificielles	u	20.00	3	actif
6204.49.00.00	-- D'autres matières textiles - Jupes et jupes-culottes :	u	20.00	3	actif
6204.51.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6204.52.00.00	-- De coton	u	20.00	3	actif
6204.53.00.00	-- De fibres synthétiques	u	20.00	3	actif
6204.59.00.00	-- D'autres matières textiles - Pantalons, salopettes à bretelles, culottes et shorts :	u	20.00	3	actif
6204.61.00.00	-- De laine ou de poils fins	u	20.00	3	actif
6204.62.00.00	-- De coton	u	20.00	3	actif
6204.63.00.00	-- De fibres synthétiques	u	20.00	3	actif
6204.69.00.00	-- D'autres matières textiles Chemises et chemisettes, pour hommes ou garçonnets.	u	20.00	3	actif
6205.20.00.00	- De coton	u	20.00	3	actif
6205.30.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6205.90.00.00	- D'autres matières textiles	u	20.00	3	actif
6206.10.00.00	- De soie ou de déchets de soie	u	20.00	3	actif
6206.20.00.00	- De laine ou de poils fins	u	20.00	3	actif
6206.30.00.00	- De coton	u	20.00	3	actif
6206.40.00.00	- De fibres synthétiques ou artificielles	u	20.00	3	actif
6206.90.00.00	- D'autres matières textiles Gilets de corps, slips, caleçons, chemises de nuit, pyjamas, peignoirs de bain, robes de chambre et articles similaires, pour hommes ou garçonnets. - Slips et caleçons :	u	20.00	3	actif
6207.11.00.00	-- De coton	u	20.00	3	actif
6207.19.00.00	-- D'autres matières textiles - Chemises de nuit et pyjamas :	u	20.00	3	actif
6207.21.00.00	-- De coton	u	20.00	3	actif
6207.22.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6207.29.00.00	-- D'autres matières textiles - Autres :	u	20.00	3	actif
6207.91.00.00	-- De coton	kg	20.00	3	actif
6207.99.00.00	-- D'autres matières textiles Gilets de corps et chemises de jour, combinaisons ou fonds de robes, jupons, slips, chemises de nuit, pyjamas, déshabillés, peignoirs de bain, robes de chambre et articles similaires, pour femmes ou fillettes. - Combinaisons ou fonds de robes et jupons :	kg	20.00	3	actif
6208.11.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6208.19.00.00	-- D'autres matières textiles - Chemises de nuit et pyjamas :	u	20.00	3	actif
6208.21.00.00	-- De coton	u	20.00	3	actif
6208.22.00.00	-- De fibres synthétiques ou artificielles	u	20.00	3	actif
6208.29.00.00	-- D'autres matières textiles - Autres :	u	20.00	3	actif
6208.91.00.00	-- De coton	kg	20.00	3	actif
6208.92.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6208.99.00.00	-- D'autres matières textiles Vêtements et accessoires du vêtement pour bébés.	kg	20.00	3	actif
6209.20.00.00	- De coton	kg	20.00	3	actif
6209.30.00.00	- De fibres synthétiques	kg	20.00	3	actif
6209.90.00.00	- D'autres matières textiles	kg	20.00	3	actif
6210.10.00.00	- En produits des n°s 56.02 ou 56.	kg	20.00	3	actif
6210.20.00.00	- Autres vêtements, des types visés dans le n° 62.	u	20.00	3	actif
6210.30.00.00	- Autres vêtements, des types visés dans le n° 62.	u	20.00	3	actif
6210.40.00.00	- Autres vêtements pour hommes ou garçonnets	kg	20.00	3	actif
6210.50.00.00	- Autres vêtements pour femmes ou fillettes Survêtements de sport (trainings), combinaisons et ensembles de ski, maillots, culottes et slips de bain; autres vêtements. - Maillots, culottes et slips de bain :	kg	20.00	3	actif
6211.11.00.00	-- Pour hommes ou garçonnets	u	20.00	3	actif
6211.12.00.00	-- Pour femmes ou fillettes	u	20.00	3	actif
6211.20.00.00	- Combinaisons et ensembles de ski - Autres vêtements, pour hommes ou garçonnets :	u	20.00	3	actif
6211.32.00.00	-- De coton	kg	20.00	3	actif
6211.33.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6211.39.00.00	-- D'autres matières textiles - Autres vêtements, pour femmes ou fillettes :	kg	20.00	3	actif
6211.42.00.00	-- De coton	kg	20.00	3	actif
6211.43.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6211.49.00.00	-- D'autres matières textiles Soutiens-gorge, gaines, corsets, bretelles, jarretelles, jarretières et articles similaires et leurs parties, même en bonneterie.	kg	20.00	3	actif
6212.10.00.00	- Soutiens-gorge et bustiers	kg	20.00	3	actif
6212.20.00.00	- Gaines et gaines-culottes	kg	20.00	3	actif
6212.30.00.00	- Combinés	kg	20.00	3	actif
6212.90.00.00	- Autres Mouchoirs et pochettes.	kg	20.00	3	actif
6213.20.00.00	- De coton	kg	20.00	3	actif
6213.90.00.00	- D'autres matières textiles	kg	20.00	3	actif
6214.10.00.00	- De soie ou de déchets de soie	u	20.00	3	actif
6214.20.00.00	- De laine ou de poils fins	u	20.00	3	actif
6214.30.00.00	- De fibres synthétiques	u	20.00	3	actif
6214.40.00.00	- De fibres artificielles	u	20.00	3	actif
6214.90.00.00	- D'autres matières textiles Cravates, n(cid:3)uds papillons et foulards cravates.	u	20.00	3	actif
6215.10.00.00	- De soie ou de déchets de soie	kg	20.00	3	actif
6215.20.00.00	- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6215.90.00.00	- D'autres matières textiles	kg	20.00	3	actif
6216.00.00.00	Gants, mitaines et moufles. Autres accessoires confectionnés du vêtement; parties de vêtements ou d'accessoires du vêtement, autres que celles du n° 62.12.	kg	20.00	3	actif
6217.10.00.00	- Accessoires	kg	20.00	3	actif
6217.90.00.00	- Parties	kg	20.00	3	actif
6301.10.00.00	- Couvertures chauffantes électriques	u	20.00	3	actif
6301.20.00.00	- Couvertures (autres que les couvertures chauffantes électriques) de laine ou de poils fins	kg	20.00	3	actif
6301.30.00.00	- Couvertures (autres que les couvertures chauffantes électriques) de coton	kg	20.00	3	actif
6301.40.00.00	- Couvertures (autres que les couvertures chauffantes électriques) de fibres synthétiques	kg	20.00	3	actif
6301.90.00.00	- Autres couvertures Linge de lit, de table, de toilette ou de cuisine.	kg	20.00	3	actif
6302.10.00.00	- Linge de lit en bonneterie - Autre linge de lit, imprimé :	kg	20.00	3	actif
6302.21.00.00	-- De coton	kg	20.00	3	actif
6302.22.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6302.29.00.00	-- D'autres matières textiles	kg	20.00	3	actif
6302.31.00.00	-- De coton	kg	20.00	3	actif
6302.32.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6302.39.00.00	-- D'autres matières textiles	kg	20.00	3	actif
6302.40.00.00	- Linge de table en bonneterie - Autre linge de table :	kg	20.00	3	actif
6302.51.00.00	-- De coton	kg	20.00	3	actif
6302.53.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6302.59.00.00	-- D'autres matières textiles	kg	20.00	3	actif
6302.60.00.00	- Linge de toilette ou de cuisine, bouclé du genre éponge, de coton - Autre :	kg	20.00	3	actif
6302.91.00.00	-- De coton	kg	20.00	3	actif
6302.93.00.00	-- De fibres synthétiques ou artificielles	kg	20.00	3	actif
6302.99.00.00	-- D'autres matières textiles Vitrages, rideaux et stores d'intérieur; cantonnières et tours de lits. - En bonneterie :	kg	20.00	3	actif
6303.12.00.00	-- De fibres synthétiques	kg	20.00	3	actif
6303.19.00.00	-- D'autres matières textiles - Autres :	kg	20.00	3	actif
6303.91.00.00	-- De coton	kg	20.00	3	actif
6303.92.00.00	-- De fibres synthétiques	kg	20.00	3	actif
6303.99.00.00	-- D'autres matières textiles Autres articles d'ameublement, à l'exclusion de ceux du n° 94.04. - Couvre-lits :	kg	20.00	3	actif
6304.11.00.00	-- En bonneterie	kg	20.00	3	actif
6304.19.00.00	-- Autres	kg	20.00	3	actif
6304.20.00.00	- Moustiquaires pour lits mentionnées dans la Note 1 de sous- positions du présent Chapitre - Autres :	kg	0.00	0	actif
6304.91.00.00	-- En bonneterie	kg	20.00	3	actif
6304.92.00.00	-- Autres qu'en bonneterie, de coton	kg	20.00	3	actif
6304.93.00.00	-- Autres qu'en bonneterie, de fibres synthétiques	kg	20.00	3	actif
6304.99.00.00	-- Autres qu'en bonneterie, d'autres matières textiles Sacs et sachets d'emballage.	kg	20.00	3	actif
6305.10.00.00	- De jute ou d'autres fibres textiles libériennes du n° 53.	kg	20.00	3	actif
6305.20.00.00	- De coton	kg	20.00	3	actif
6305.32.00.00	-- Contenants souples pour matières en vrac	kg	20.00	3	actif
6305.33.00.00	-- Autres, obtenues à partir de lames ou formes similaires de polyéthylène ou de polypropylène	kg	20.00	3	actif
6305.39.00.00	-- Autres	kg	20.00	3	actif
6305.90.00.00	- D'autres matières textiles Bâches et stores d'extérieur; tentes (y compris les tonnelles temporaires et articles similaires); voiles pour embarcations, planches à voile ou chars à voile; articles de campement - Bâches et stores d'extérieur :	kg	20.00	3	actif
6306.12.00.00	-- De fibres synthétiques	kg	20.00	3	actif
6306.19.00.00	-- D'autres matières textiles - Tentes (y compris les tonnelles temporaires et articles similaires) :	kg	20.00	3	actif
6306.22.00.00	-- De fibres synthétiques	kg	20.00	3	actif
6306.29.00.00	-- D'autres matières textiles	kg	20.00	3	actif
6306.30.00.00	- Voiles	kg	20.00	3	actif
6306.40.00.00	- Matelas pneumatiques	kg	20.00	3	actif
6306.90.00.00	- Autres Autres articles confectionnés, y compris les patrons de vêtements.	kg	20.00	3	actif
6307.10.00.00	- Serpillières ou wassingues, lavettes, chamoisettes et articles d'entretien similaires	kg	20.00	3	actif
6307.20.00.00	- Ceintures et gilets de sauvetage	kg	5.00	1	actif
6307.90.00.00	- Autres II.- ASSORTIMENTS	kg	20.00	3	actif
6308.00.00.00	Assortiments composés de pièces de tissus et de fils, même avec accessoires, pour la confection de tapis, de tapisseries, de nappes de table ou de serviettes brodées, ou d'articles textiles similaires, en emballages pour la vente au détail. III.- FRIPERIE ET CHIFFONS	kg	20.00	3	actif
6309.00.00.00	Articles de friperie. Chiffons, ficelles, cordes et cordages, en matières textiles, sous forme de déchets ou d'articles hors d'usage. - Triés :	kg	20.00	3	actif
6310.10.10.00	-- Chiffons	kg	20.00	3	actif
6310.10.90.00	-- Autres - Autres :	kg	20.00	3	actif
6310.90.10.00	-- Chiffons	kg	20.00	3	actif
6310.90.90.00	-- Autres	kg	20.00	3	actif
6401.10.10.00	-- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6401.10.90.00	-- Autres - Autres chaussures : -- Couvrant la cheville mais ne couvrant pas le genou :	2u	20.00	3	actif
6401.92.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6401.92.90.00	--- Autres -- Autres :	2u	20.00	3	actif
6401.99.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6401.99.90.00	--- Autres Autres chaussures à semelles extérieures et dessus en caoutchouc ou en matière plastique. - Chaussures de sport : -- Chaussures de ski et chaussures pour le surf des neiges :	2u	20.00	3	actif
6402.12.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	20.00	3	actif
6402.12.90.00	--- Autres -- Autres :	2u	20.00	3	actif
6402.19.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6402.19.90.00	--- Autres - Chaussures avec dessus en lanières ou brides fixées à la semelle par des tétons :	2u	20.00	3	actif
6402.20.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6402.20.90.00	--- Autres - Autres chaussures : -- Couvrant la cheville :	2u	20.00	3	actif
6402.91.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6402.91.90.00	--- Autres -- Autres :	2u	20.00	3	actif
6402.99.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6402.99.20.00	--- Sandales (tong)	2u	20.00	3	actif
6402.99.90.00	--- Autres Chaussures à semelles extérieures en caoutchouc, matière plastique, cuir naturel ou reconstitué et dessus en cuir naturel. - Chaussures de sport : -- Chaussures de ski et chaussures pour le surf des neiges :	2u	20.00	3	actif
6403.12.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	20.00	3	actif
6403.12.90.00	--- Autres -- Autres :	2u	20.00	3	actif
6403.19.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6403.19.90.00	--- Autres - Chaussures à semelles extérieures en cuir naturel et dessus constitués par des lanières en cuir naturel passant sur le cou-de-pied et entourant le gros orteil :	2u	20.00	3	actif
6403.20.10.00	-- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6403.20.90.00	-- Autres - Autres chaussures, comportant, à l'avant, une coquille de protection en métal :	2u	20.00	3	actif
6403.40.10.00	-- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6403.40.90.00	-- Autres - Autres chaussures à semelles extérieures en cuir naturel : -- Couvrant la cheville :	2u	20.00	3	actif
6403.51.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6403.51.90.00	--- Autres -- Autres :	2u	20.00	3	actif
6403.59.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6403.59.90.00	--- Autres - Autres chaussures : -- Couvrant la cheville :	2u	20.00	3	actif
6403.91.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6403.91.90.00	--- Autres -- Autres :	2u	20.00	3	actif
6403.99.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6403.99.90.00	--- Autres	2u	20.00	3	actif
6404.11.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6404.11.90.00	--- Autres -- Autres :	2u	20.00	3	actif
6404.19.10.00	--- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
6404.19.90.00	--- Autres - Chaussures à semelles extérieures en cuir naturel ou reconstitué :	2u	20.00	3	actif
6404.20.10.00	-- Présentées entièrement à l'état démonté ou non monté importés pour l'industrie du montage	2u	10.00	2	actif
